Model created!
Starting value iteration ...
Value iteration complete!
0.970176051688 0.999201553413
0.970473662814 0.999259371585
0.970712104692 0.999307266346
0.970897959967 0.99934598054
0.97103716679 0.999376206189
0.97113508287 0.999398588886
0.971196543124 0.999413731772
0.971225911552 0.999422199117
0.971227127928 0.99942451956
0.971203749817 0.999421189026
0.971158990389 0.999412673371
0.971095752445 0.999399410762
0.971016659051 0.999381813836
0.970924081088 0.99936027164
0.970820162064 0.999335151398
0.970706840429 0.999306800099
0.970585869665 0.999275545938
0.97045883636 0.999241699619
0.970327176482 0.999205555537
0.970192190008 0.999167392842
0.970055054111 0.99912747641
0.969916835005 0.999086057721
0.96977849862 0.999043375651
0.969640920203 0.9989996572
0.969504892957 0.998955118143
0.969371135816 0.998909963626
0.969240300447 0.998864388712
0.969112977539 0.998818578868
0.968989702479 0.998772710418
0.968870960446 0.998726950948
0.968757191004 0.998681459687
0.968648792232 0.998636387836
0.968546124439 0.99859187889
0.954656222244 0.998639265387
0.946041778009 0.998581738756
0.943831344959 0.998214093717
0.945047545551 0.997811941392
0.946192052279 0.997463482873
0.947272527095 0.997163466899
0.948295851187 0.996907156755
0.949268202788 0.996690278615
0.950195127222 0.996508975055
0.951081599942 0.996359763208
0.951932083265 0.996239497117
0.952750577442 0.996145333849
0.95354066662 0.996074703
0.954305560218 0.996025279258
0.955048130159 0.995994957708
0.955770944392 0.995981831607
0.956476297062 0.995984172394
0.957166235663 0.99600041169
0.957842585489 0.996029125114
0.958506971632 0.996069017711
0.959160838799 0.996118910842
0.959805469137 0.996177730397
0.956856135416 0.996248216788
0.954468010857 0.996318302219
0.955710995845 0.996392939954
0.956887166432 0.996473771489
0.954306811095 0.996521449763
0.952457379598 0.996614037948
0.954094065196 0.99670832085
0.955625570552 0.996806329978
0.957062466122 0.996907489015
0.958414245454 0.997011264621
0.959672515499 0.997112767143
0.96083052957 0.997207980597
0.961898973987 0.997297704193
0.962887453524 0.997382649736
0.959884668262 0.997367006075
0.94223880878 0.997359169977
0.942016710825 0.997438981119
0.945058345307 0.997523575215
0.94782628622 0.997604698489
0.94650339786 0.997592765908
0.946003068352 0.997667422092
0.948739892873 0.997747097951
0.951236047686 0.99782425538
0.953516101758 0.997899218911
0.955602150856 0.997972269978
0.957514064605 0.99804365098
0.955488826752 0.998030052273
0.954346415112 0.998095554713
0.956461444465 0.998169710787
0.958401523043 0.998242243757
0.960184528042 0.998313309202
0.958135089116 0.998307938183
0.956959261102 0.998373424351
0.958972944611 0.998447039739
0.960823913931 0.998518989443
0.962528729366 0.998589369941
0.964102276015 0.99865825483
0.961972924986 0.998661630732
0.945683978149 0.998671015297
0.946093934594 0.998738266518
0.949434955539 0.998811952268
0.952482689995 0.998883268439
0.95180968656 0.99889990683
0.951841733768 0.998964822988
0.954750307714 0.99903419639
0.957409674051 0.999100922619
0.959844819273 0.999165041797
0.962078210236 0.999226575239
0.955817879636 0.999270144882
0.957572713736 0.999140125202
0.947610080289 0.999071024315
0.938839727397 0.999026348314
0.931142255344 0.99900266966
0.924410168461 0.998996890344
0.918546684765 0.999006209014
0.91346466465 0.999028091407
0.909085646707 0.999060243733
0.916630458517 0.999151069685
0.922911720006 0.999171546561
0.918104764084 0.99921967731
0.924859425457 0.999297563604
0.930516017342 0.999333763619
0.925466065406 0.999386883535
0.921114047942 0.999439688327
0.917389571407 0.999491070922
0.924400170797 0.999537636603
0.930416158848 0.999579540228
0.936199845925 0.999611909667
0.941158623097 0.999650426132
0.936268621427 0.999682563597
0.932056912663 0.999708284576
0.928454824611 0.999727015592
0.925400518749 0.999738230446
0.922838307081 0.999741445676
0.920718037318 0.999736216487
0.918994539541 0.999722133084
0.917627128213 0.999698817386
0.916579153996 0.999665920067
0.9158176004 0.999623117906
0.915312720765 0.999570111397
0.915037711565 0.999506622614
0.914968418382 0.999432393291
0.915083071297 0.999347183095
0.915362046744 0.999250768083
0.915787653194 0.999142939317
0.91634393827 0.99902350162
0.917016515169 0.998892272464
0.917792406441 0.998749080972
0.918659903402 0.998593767028
0.919608439617 0.998426180478
0.920628477032 0.998246180415
0.921711403512 0.998053634544
0.922835559938 0.99785180295
0.923976580733 0.997645323034
0.925132279677 0.997433745328
0.926300657385 0.997216653588
0.927479882805 0.996993661673
0.928668276568 0.996764410722
0.929864296023 0.996528566636
0.931066521773 0.996285817811
0.932273645561 0.996035873098
0.933484459382 0.995778459981
0.934697845696 0.995513322935
0.935912768618 0.995240221961
0.937128266003 0.994958931265
0.938343442339 0.994669238077
0.939557462341 0.994370941597
0.940769545211 0.994063852045
0.946639513487 0.994255743903
0.951948642876 0.994452989476
0.9567211191 0.994676271604
