Model created!
Starting value iteration ...
Value iteration complete!
0.998499698443 0.998899032871 0.998762058712
0.998499320044 0.998899994792 0.99876206588
0.998500475686 0.998901082209 0.998763171299
0.998501538814 0.998902179787 0.998764216431
0.998502499148 0.998903276117 0.998765190703
0.99850334652 0.998904359972 0.99876608367
0.99850407088 0.998905420307 0.998766885011
0.99850466229 0.998906446254 0.998767584527
0.998505110929 0.998907427122 0.998768172147
0.998505407089 0.998908352393 0.998768637921
0.998505541178 0.998909211719 0.998768972025
0.998505503718 0.998909994925 0.998769164757
0.998505285346 0.998910691999 0.998769206538
0.998504876816 0.998911293097 0.998769087914
0.998504268995 0.998911788538 0.998768799554
0.998503452867 0.998912168803 0.998768332248
0.998502419532 0.998912424531 0.998767676912
0.998501160203 0.998912546522 0.998766824581
0.998499666212 0.998912525731 0.998765766417
0.998497929006 0.998912353268 0.9987644937
0.998495940146 0.998912020397 0.998762997836
0.998493691313 0.998911518534 0.998761270352
0.998491174301 0.998910839244 0.998759302898
0.998488381021 0.998909974244 0.998757087244
0.998485303503 0.998908915397 0.998754615286
0.998481933892 0.998907654713 0.998751879037
0.99847826445 0.998906184347 0.998748870638
0.998474287556 0.998904496598 0.998745582347
0.998469995706 0.998902583909 0.998742006546
0.998465381514 0.998900438864 0.998738135739
0.998460437712 0.998898054187 0.998733962551
0.998455157147 0.998895422742 0.99872947973
0.998449532787 0.998892537533 0.998724680144
0.998451069094 0.998892855054 0.99872524022
0.998452615992 0.998893306166 0.998725926296
0.998454162573 0.998893877393 0.998726725092
0.998455698147 0.99889455558 0.998727623637
0.998457212248 0.998895327877 0.998728609256
0.998458694624 0.998896181734 0.998729669569
0.998460135235 0.998897104899 0.998730792483
0.998461524252 0.998898085405 0.998731966181
0.998462852052 0.998899111567 0.998733179126
0.998464109215 0.998900171973 0.998734420044
0.998465286521 0.998901255483 0.998735677926
0.998466374947 0.99890235122 0.998736942021
0.998467365667 0.998903448562 0.998738201827
0.998468250045 0.998904537145 0.998739447093
0.998469019634 0.998905606846 0.998740667807
0.998469666175 0.998906647789 0.998741854196
0.998470181594 0.998907650336 0.998742996719
0.998470557997 0.998908605078 0.998744086064
0.998470787671 0.99890950284 0.998745113143
0.998470863079 0.998910334667 0.998746069089
0.998470776862 0.998911091827 0.998746945251
0.998470521831 0.998911765803 0.998747733189
0.99847009097 0.99891234829 0.998748424675
0.998469477431 0.998912831193 0.998749011682
0.998468674532 0.998913206622 0.998749486388
0.998467675759 0.998913466887 0.998749841169
0.998466474758 0.998913604496 0.998750068594
0.998465065339 0.998913612153 0.998750161426
0.998463441469 0.998913482754 0.998750112617
0.998461597275 0.998913209382 0.998749915303
0.998459527039 0.998912785306 0.998749562806
0.998457225199 0.998912203978 0.998749048625
0.998454825438 0.998911551837 0.998748461789
0.998452462736 0.998910918332 0.998747894245
0.998450136601 0.998910303167 0.998747345689
0.99844784655 0.998909706052 0.998746815825
0.998445592107 0.998909126703 0.99874630436
0.998443372804 0.99890856484 0.998745811008
0.998441188182 0.998908020192 0.998745335491
0.99843903779 0.998907492489 0.998744877532
0.998436921184 0.998906981471 0.998744436863
0.998434837925 0.99890648688 0.99874401322
0.998432787586 0.998906008463 0.998743606342
0.998430769743 0.998905545974 0.998743215976
0.998428783982 0.998905099169 0.998742841874
0.998426829892 0.998904667811 0.998742483789
0.998424907073 0.998904251666 0.998742141482
0.998423015129 0.998903850506 0.998741814717
0.998421153671 0.998903464106 0.998741503264
0.998419322317 0.998903092246 0.998741206896
0.998417520688 0.998902734709 0.998740925389
0.998415748416 0.998902391282 0.998740658525
0.998414005135 0.998902061759 0.99874040609
0.998412290486 0.998901745934 0.998740167873
0.998410604116 0.998901443607 0.998739943667
0.998408945678 0.99890115458 0.998739733269
0.998407314829 0.998900878661 0.998739536479
0.998405711232 0.998900615659 0.998739353102
0.998404134556 0.998900365387 0.998739182946
0.998402584473 0.998900127664 0.99873902582
0.998401060664 0.998899902309 0.998738881541
0.99839956281 0.998899689144 0.998738749924
0.998398090601 0.998899487998 0.998738630791
0.998396643729 0.998899298699 0.998738523967
0.998395221892 0.998899121079 0.998738429277
0.998393824792 0.998898954975 0.998738346552
0.998392452136 0.998898800224 0.998738275624
0.998391103636 0.998898656668 0.99873821633
0.998389779006 0.99889852415 0.998738168508
0.998388477967 0.998898402518 0.998738131999
0.998367733843 0.998898704228 0.998739359938
0.998364686979 0.998899594599 0.998739475699
0.998365844417 0.998896316253 0.998735583573
0.998363395684 0.998892267894 0.998731770212
0.998361192566 0.998888499034 0.998728233954
0.998359225929 0.9988850002 0.998724965349
0.998357486777 0.998881762059 0.998721955088
0.998355966254 0.99887877542 0.998719194006
0.998354655644 0.998876031233 0.998716673076
0.998353546371 0.998873520591 0.998714383414
0.998352629996 0.998871234726 0.998712316277
0.998351898219 0.998869165012 0.99871046306
0.998351342881 0.998867302963 0.998708815301
0.998350955958 0.998865640232 0.998707364677
0.998350729567 0.998864168614 0.998706103005
0.99835065596 0.998862880043 0.99870502224
0.998350727528 0.99886176659 0.998704114478
0.998350936798 0.998860820468 0.998703371952
0.998351276435 0.998860034025 0.998702787034
0.998351739239 0.998859399751 0.998702352234
0.998352318146 0.99885891027 0.998702060199
0.998353006228 0.998858558344 0.998701903712
0.998353796692 0.998858336874 0.998701875695
0.998354682879 0.998858238894 0.998701969203
0.998355658264 0.998858257576 0.99870217743
0.998356716457 0.998858386225 0.998702493702
0.9983578512 0.998858618284 0.998702911481
0.998359056368 0.998858947326 0.998703424363
0.998360325966 0.998859367061 0.998704026077
0.998361654134 0.998859871331 0.998704710484
0.998363035141 0.998860454109 0.99870547158
0.998364463387 0.998861109502 0.998706303491
0.9983659334 0.998861831747 0.998707200472
0.998367439839 0.99886261521 0.998708156911
0.99836897749 0.99886345439 0.998709167327
0.99837054127 0.998864343913 0.998710226364
0.998372126219 0.998865278535 0.998711328797
0.998373727505 0.998866253137 0.998712469528
0.998375340423 0.998867262731 0.998713643586
0.998376960392 0.998868302452 0.998714846128
0.998378582954 0.998869367561 0.998716072432
0.998380203777 0.998870453447 0.998717317905
0.99838181865 0.998871555618 0.998718578076
0.998383423485 0.998872669709 0.998719848597
0.998385014314 0.998873791476 0.998721125242
0.99838658729 0.998874916796 0.998722403908
0.998388138686 0.998876041668 0.998723680611
0.998389664893 0.998877162209 0.998724951488
0.99839116242 0.998878274657 0.998726212793
0.998392627892 0.998879375367 0.998727460899
0.998394058052 0.99888046081 0.998728692296
0.998395449757 0.998881527575 0.998729903592
0.998396799977 0.998882572367 0.998731091506
0.998398105798 0.998883592001 0.998732252874
0.998399364416 0.998884583411 0.998733384646
0.998400573139 0.99888554364 0.998734483881
0.998401729386 0.998886469841 0.998735547754
